iso2c,country,fpop_rate,pop2000,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop2000_flood,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,popdelta,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pdelta_flood,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,region,iso3c,bias_factor,hrsl_data,region_mean_bias,region_sd_bias
GV,Guinea,0,8951269.562,3535854.372,2805537.139,2609878.052,0,0,0,0,3535854.372,2805537.139,2609878.052,3837945.229,1225476.852,1133296.747,1479171.63,0,0,0,0,1225476.852,1133296.747,1479171.63,Western Africa,GIN,0.144155696,Y,0.266098533,0.206658118
SG,Senegal,0,10126540.97,1242389.258,2095722.091,6788429.621,0,0,0,0,1242389.258,2095722.091,6788429.621,5406249.891,835318.6446,1232320.849,3338610.397,0,0,0,0,835318.6446,1232320.849,3338610.397,Western Africa,SEN,0.155736171,Y,0.266098533,0.206658118
GA,"Gambia, The",0,1264207.59,338224.9804,391767.384,534215.2256,0,0,0,0,338224.9804,391767.384,534215.2256,782217.5127,162783.8624,213585.2803,405848.37,0,0,0,0,162783.8624,213585.2803,405848.37,Western Africa,GMB,0.420860757,Y,0.266098533,0.206658118
PU,Guinea-Bissau,0,1331132.948,397709.443,480390.492,453033.0132,0,0,0,0,397709.443,480390.492,453033.0132,542219.1319,131426.0737,124123.839,286669.2192,0,0,0,0,131426.0737,124123.839,286669.2192,Western Africa,GNB,0.006570671,Y,0.266098533,0.206658118
SL,Sierra Leone,0,4026613.867,1532644.003,1375367.468,1118602.395,0,0,0,0,1532644.003,1375367.468,1118602.395,2411609.558,867780.2279,767465.0355,776364.2945,0,0,0,0,867780.2279,767465.0355,776364.2945,Western Africa,SLE,0.711446746,Y,0.266098533,0.206658118
LI,Liberia,0,2892476.427,1401531.372,650958.2869,839986.7676,0,0,0,0,1401531.372,650958.2869,839986.7676,1608944.299,657093.2165,268007.3156,683843.7671,0,0,0,0,657093.2165,268007.3156,683843.7671,Western Africa,LBR,0.490910799,Y,0.266098533,0.206658118
BN,Benin,0,6961331.252,1075607.38,2895231.41,2990492.461,0,0,0,0,1075607.38,2895231.41,2990492.461,3956069.087,919285.5626,1555653.562,1481129.962,0,0,0,0,919285.5626,1555653.562,1481129.962,Western Africa,BEN,0.394841251,Y,0.266098533,0.206658118
NI,Nigeria,0,124492501.1,14924642.15,42729242.46,66838616.53,0,0,0,0,14924642.15,42729242.46,66838616.53,60100492.71,11166940.38,20862789.87,28070762.46,0,0,0,0,11166940.38,20862789.87,28070762.46,Western Africa,NGA,0.118441017,Y,0.266098533,0.206658118
CM,Cameroon,0,15871036.88,3005804.412,4680265.739,8184966.727,0,0,0,0,3005804.412,4680265.739,8184966.727,7314129.378,1396642.693,1430721.371,4486765.314,0,0,0,0,1396642.693,1430721.371,4486765.314,Middle Africa,CMR,0.211001084,Y,0.344372894,0.266766557
EK,Equatorial Guinea,0,517320.4433,243304.9696,103445.3217,170570.1521,0,0,0,0,243304.9696,103445.3217,170570.1521,300411.2602,77695.48935,38099.0236,184616.7472,0,0,0,0,77695.48935,38099.0236,184616.7472,Middle Africa,GNQ,0.344372894,N,0.344372894,0.266766557
TP,Sao Tome & Principe,0,125728.3103,24650.57622,17736.30216,83341.43197,0,0,0,0,24650.57622,17736.30216,83341.43197,50336.49406,11840.38938,8684.942959,29811.16172,0,0,0,0,11840.38938,8684.942959,29811.16172,Middle Africa,STP,0.344372894,N,0.344372894,0.266766557
GB,Gabon,0,1219002.915,344242.1614,274020.3931,600740.3603,0,0,0,0,344242.1614,274020.3931,600740.3603,488276.4182,147256.464,124569.3777,216450.5764,0,0,0,0,147256.464,124569.3777,216450.5764,Middle Africa,GAB,0.344372894,N,0.344372894,0.266766557
CF,Rep of the Congo,0,3092225.651,656877.8558,336626.2159,2098721.579,0,0,0,0,656877.8558,336626.2159,2098721.579,1556276.377,461604.6618,324258.23,770413.485,0,0,0,0,461604.6618,324258.23,770413.485,Middle Africa,COG,0.121399869,Y,0.344372894,0.266766557
CT,Central African Rep,0,3777797.983,1283325.792,1666448.707,828023.4841,0,0,0,0,1283325.792,1666448.707,828023.4841,1225873.295,463232.9588,447002.0264,315638.3101,0,0,0,0,463232.9588,447002.0264,315638.3101,Middle Africa,CAF,0.017953012,Y,0.344372894,0.266766557
CG,Dem Rep of the Congo,0,48343064.11,13182432.09,14108228.5,21052403.53,0,0,0,0,13182432.09,14108228.5,21052403.53,29404099.82,7731814.963,8952654.593,12719630.27,0,0,0,0,7731814.963,8952654.593,12719630.27,Middle Africa,COD,0.539041516,Y,0.344372894,0.266766557
HK,Hong Kong,0,5945602.73,30318.19734,145055.3222,5770229.211,0,0,0,0,30318.19734,145055.3222,5770229.211,479895.9042,3693.39274,7915.404796,468287.1067,0,0,0,0,3693.39274,7915.404796,468287.1067,Eastern Asia,HKG,1.068645657,Y,0.881234477,0.208804297
MC,Macau,0,383380.7096,0.810397471,0,383379.8992,0,0,0,0,0.810397471,0,383379.8992,106413.503,0.892090363,0,106412.6109,0,0,0,0,0.892090363,0,106412.6109,Eastern Asia,MAC,0.964472402,Y,0.881234477,0.208804297
TW,Taiwan,0,23904263.89,1167838.641,4361829.191,18374596.05,0,0,0,0,1167838.641,4361829.191,18374596.05,1581967.726,37458.80364,-48607.48069,1593116.403,0,0,0,0,37458.80364,-48607.48069,1593116.403,Eastern Asia,TWN,1.209786026,Y,0.881234477,0.208804297
JA,Japan,0,151281040.1,12528206.96,34852282.75,103900550.4,0,0,0,0,12528206.96,34852282.75,103900550.4,846010.0071,-254168.5422,-1106427.198,2206605.748,0,0,0,0,-254168.5422,-1106427.198,2206605.748,Eastern Asia,JPN,0.772993492,Y,0.881234477,0.208804297
KS,"Korea, South",0,56424499.73,4254402.775,7976805.071,44193291.89,0,0,0,0,4254402.775,7976805.071,44193291.89,5174398.231,-233712.9208,1130615.364,4277495.787,0,0,0,0,-233712.9208,1130615.364,4277495.787,Eastern Asia,KOR,0.810885385,Y,0.881234477,0.208804297
KN,"Korea, North",0,29316849.14,3530986.077,11576063.13,14209799.93,0,0,0,0,3530986.077,11576063.13,14209799.93,2899168.925,785571.2262,1194794.357,918803.3417,0,0,0,0,785571.2262,1194794.357,918803.3417,Eastern Asia,PRK,0.881234477,N,0.881234477,0.208804297
UU,Korean Is. (UN Jurisdiction),0,9277.722373,9277.722373,0,0,0,0,0,0,9277.722373,0,0,222.0715289,222.0715289,0,0,0,0,0,0,222.0715289,0,0,Eastern Asia,KOR,0.810885385,Y,0.881234477,0.208804297
CH,China,1.384572701,488377873.7,78246488.22,190859434.2,219271951.3,115224.7008,61918.65979,24881.52994,28424.51103,78184569.56,190834552.7,219243526.7,49793995.38,1662057.63,19094213.83,29037723.91,16266.0592,-16422.2265,32778.46727,-90.18156667,1678479.856,19061435.37,29037814.09,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
CH,China,7.06387142,47105880.15,18923011.46,12994727.47,15188141.22,6625.064408,5215.245526,1409.818882,0,18917796.21,12993317.65,15188141.22,8454010.882,-431485.6327,4808718.363,4076778.152,8398.864406,-566.8400455,8965.704452,0,-430918.7926,4799752.658,4076778.152,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
CH,China,0,110800185.9,23296240.93,50175620.29,37328324.71,0,0,0,0,23296240.93,50175620.29,37328324.71,7318893.747,-1301048.218,4815978.375,3803963.589,0,0,0,0,-1301048.218,4815978.375,3803963.589,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
CH,China,0,868591314.1,103122274.3,375907953.8,389561085.9,0,0,0,0,103122274.3,375907953.8,389561085.9,58871237.23,-2432491.071,7230501.057,54073227.24,0,0,0,0,-2432491.071,7230501.057,54073227.24,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
RS,Russia,7.286635274,172464602.3,32341553.16,53539105.47,86583943.69,3997667.665,556410.3591,1149321.536,2291935.77,31785142.8,52389783.93,84292007.92,-338344.9046,375687.9737,-2293349.175,1579316.297,-57146.99367,17128.74248,-79853.89501,5578.158859,358559.2312,-2213495.28,1573738.138,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
UP,Ukraine,0.810204277,74014923.87,22460243.44,20410302.06,31144378.37,1576907.156,374097.323,433828.5411,768981.2924,22086146.11,19976473.52,30375397.08,-5950562.515,-1991204.988,-2363043.603,-1596313.925,-102716.3033,3897.631514,-40546.97841,-66066.95637,-1995102.619,-2322496.624,-1530246.968,Eastern Europe,UKR,0.771560449,N,0.771560449,0.100346888
RO,Romania,-0.352203219,31696892.57,14343914.84,7844546.538,9508431.192,144054.4271,46273.4002,65020.78912,32760.23776,14297641.44,7779525.749,9475670.954,-3803259.317,-2589148.369,-178393.8225,-1035717.126,6087.783236,10865.43178,-3524.351213,-1253.297336,-2600013.801,-174869.4713,-1034463.828,Eastern Europe,ROU,0.701767431,Y,0.771560449,0.100346888
MD,Moldova,-3.753456788,6180262.529,2479056.222,2265170.143,1436036.164,18515.16382,8518.215736,5562.844402,4434.103687,2470538.006,2259607.299,1431602.06,-200326.9061,-53576.41569,-64548.09928,-82202.39115,2252.637655,241.4291279,359.0597369,1652.14879,-53817.84482,-64907.15901,-83854.53994,Eastern Europe,MDA,0.730887973,Y,0.771560449,0.100346888
RS,Russia,0.964159777,12912129.81,4091064.756,4120153.568,4700911.491,1105372.433,155358.7654,231934.1407,718079.5274,3935705.99,3888219.427,3982831.963,-1339999.355,-365333.0876,-643459.5059,-331206.7616,-110602.3475,-21048.48252,-41213.35172,-48340.51331,-344284.6051,-602246.1542,-282866.2483,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
FI,Finland,-1.167885647,10797214.64,3807358.612,4267986.008,2721870.021,138255.846,32625.33688,85919.35989,19711.14925,3774733.275,4182066.648,2702158.872,640870.6568,-49629.5278,207453.9269,483046.2577,-9583.904506,-3806.678783,-8995.782571,3218.556849,-45822.84902,216449.7095,479827.7008,Northern Europe,FIN,1.044285539,N,1.044285539,0.106161536
NO,Norway,0,8694832.357,3829296.59,3027904.555,1837631.212,0,0,0,0,3829296.59,3027904.555,1837631.212,1317017.939,329162.7127,519019.615,468835.611,0,0,0,0,329162.7127,519019.615,468835.611,Northern Europe,NOR,1.044285539,N,1.044285539,0.106161536
AN,Andorra,0,88302.80761,15869.64606,72433.16155,0,0,0,0,0,15869.64606,72433.16155,0,6795.194947,10432.42469,-3637.229743,0,0,0,0,0,10432.42469,-3637.229743,0,Southern Europe,AND,0.821498773,N,0.821498773,0.218724957
IT,Italy,1.733592944,77327817.69,18479476.82,30640511.83,28207829.04,1819.84133,492.3178408,53.20361956,1274.319869,18478984.5,30640458.63,28206554.72,3757588.95,1262272.381,2304891.809,190424.7597,153.3042415,162.3629446,-2.678781725,-6.379921417,1262110.018,2304894.488,190431.1396,Southern Europe,ITA,0.948137198,Y,0.821498773,0.218724957
MN,Monaco,0,36355.92384,0,0,36355.92384,0,0,0,0,0,0,36355.92384,6458.66357,0,0,6458.66357,0,0,0,0,0,0,6458.66357,Western Europe,MCO,0.919464318,N,0.919464318,0.082723269
MT,Malta,0,463744.7932,17720.39252,89294.91634,356729.4843,0,0,0,0,17720.39252,89294.91634,356729.4843,36816.01369,8591.261249,19876.88059,8347.871846,0,0,0,0,8591.261249,19876.88059,8347.871846,Southern Europe,MLT,0.821498773,N,0.821498773,0.218724957
SM,San Marino,0,38506.94824,6868.849034,31638.0992,0,0,0,0,0,6868.849034,31638.0992,0,5821.53678,1581.657762,4239.879018,0,0,0,0,0,1581.657762,4239.879018,0,Southern Europe,SMR,0.821498773,N,0.821498773,0.218724957
VT,Vatican City,0,2259.750779,0,0,2259.750779,0,0,0,0,0,0,2259.750779,-131.2280745,0,0,-131.2280745,0,0,0,0,0,0,-131.2280745,Southern Europe,VAT,0.821498773,N,0.821498773,0.218724957
HR,Croatia,2.416699472,6208321.109,2572039.263,1976179.633,1660102.213,16896.97931,14615.98517,2187.033721,93.96041658,2557423.277,1973992.599,1660008.253,-273609.1256,-193774.5101,-65753.96353,-14080.65202,-1799.650312,-1784.201345,14.92338017,-30.37234778,-191990.3087,-65768.88691,-14050.27968,Southern Europe,HRV,0.834105279,Y,0.821498773,0.218724957
AL,Albania,-0.602678535,4140156.119,1745476.869,1221093.982,1173585.268,19229.22013,10822.13492,4326.207271,4080.877937,1734654.734,1216767.775,1169504.39,-295471.896,-570190.0057,-116919.1881,391637.2978,827.0787372,-590.3555143,-148.0605641,1565.494816,-569599.6502,-116771.1275,390071.803,Southern Europe,ALB,0.597146289,Y,0.821498773,0.218724957
BK,Bosnia & Herzegovina,16.8313697,5297523.353,1315645.559,2870772.963,1111104.831,29329.90814,8696.340596,16961.71543,3671.852118,1306949.218,2853811.247,1107432.979,24780.84097,35186.3696,-44868.59349,34463.06486,2309.262605,3148.295648,-621.6126884,-217.4203547,32038.07396,-44246.98081,34680.48522,Southern Europe,BIH,0.482298156,Y,0.821498773,0.218724957
MJ,Montenegro,27.41435119,837740.473,224525.564,425921.2794,187293.6296,1664.086229,1280.317034,383.7691959,0,223245.2469,425537.5102,187293.6296,16375.90592,4416.238157,-12441.07496,24400.74273,891.7633831,738.6994308,153.0639522,0,3677.538726,-12594.13892,24400.74273,Southern Europe,MNE,0.821498773,N,0.821498773,0.218724957
RI,Serbia,0.494470672,11112150.44,4239803.276,3485604.795,3386742.37,68060.18479,16985.98458,2516.669669,48557.53054,4222817.292,3483088.126,3338184.839,-1371530.695,-839470.5662,-469255.47,-62804.65883,-4153.756951,-1688.354237,436.6973633,-2902.100077,-837782.2119,-469692.1674,-59902.55875,Southern Europe,SRB,0.397863,Y,0.821498773,0.218724957
GR,Greece,9.400629322,13831232.35,4344785.372,3211129.136,6275317.838,99243.90155,30087.65045,19798.32489,49357.92621,4314697.722,3191330.811,6225959.912,-7301.205902,56772.16313,-33565.36253,-30508.00651,-492.4866662,-46.33606499,69.55068616,-515.7012874,56818.4992,-33634.91321,-29992.30522,Southern Europe,GRC,0.892276533,Y,0.821498773,0.218724957
MK,Macedonia,2.799352306,2709314.017,654235.8351,1023559.449,1031518.734,17156.22369,2076.816786,3592.767521,11486.63939,652159.0183,1019966.681,1020032.094,86232.20792,35982.29873,29084.63032,21165.27886,1528.584393,312.5846686,464.451756,751.5479689,35669.71406,28620.17857,20413.73089,Southern Europe,MKD,0.717670656,Y,0.821498773,0.218724957
BU,Bulgaria,0.660194023,10844210.82,4642549.139,3420541.945,2781119.733,23645.13964,7715.978952,13008.1924,2920.968293,4634833.16,3407533.752,2778198.765,-1152029.211,-681633.9454,-501471.6516,31076.38627,-1658.360751,-41.4637347,-2032.757464,415.8604473,-681592.4817,-499438.8942,30660.52582,Eastern Europe,BGR,0.733469953,Y,0.771560449,0.100346888
PO,Portugal (Azores),0,299735.6786,146226.021,153509.6576,0,0,0,0,0,146226.021,153509.6576,0,4712.286932,-4664.069874,9376.356806,0,0,0,0,0,-4664.069874,9376.356806,0,Southern Europe,PRT,1.122125444,Y,0.821498773,0.218724957
PO,Portugal,0,12757099.08,4005063.409,4089661.826,4662373.845,0,0,0,0,4005063.409,4089661.826,4662373.845,75690.23962,-138194.3266,114251.504,99633.0623,0,0,0,0,-138194.3266,114251.504,99633.0623,Southern Europe,PRT,1.122125444,Y,0.821498773,0.218724957
GI,Gibraltar,0,26280.04123,73.46972381,4928.290105,21278.2814,0,0,0,0,73.46972381,4928.290105,21278.2814,3954.357778,-9.36031419,835.8405515,3127.877541,0,0,0,0,-9.36031419,835.8405515,3127.877541,Southern Europe,GIB,0.821498773,N,0.821498773,0.218724957
SP,Spain,0,50569475.89,10977873.56,14631770.59,24959831.74,0,0,0,0,10977873.56,14631770.59,24959831.74,6328280.244,1477130.391,1869544.716,2981605.136,0,0,0,0,1477130.391,1869544.716,2981605.136,Southern Europe,ESP,0.787808416,Y,0.821498773,0.218724957
FR,France,0,87130358.92,30076478.96,22488992.72,34564887.23,0,0,0,0,30076478.96,22488992.72,34564887.23,7219384.046,4497003.069,1289679.009,1432701.967,0,0,0,0,4497003.069,1289679.009,1432701.967,Western Europe,FRA,0.912725652,Y,0.919464318,0.082723269
SV,Svalbard,0,10044.62284,10044.62284,0,0,0,0,0,0,10044.62284,0,0,4025.072699,4025.072699,0,0,0,0,0,0,4025.072699,0,0,Northern Europe,SJM,1.044285539,N,1.044285539,0.106161536
SW,Sweden,0,16906356.95,5608374.458,6645614.94,4652367.551,0,0,0,0,5608374.458,6645614.94,4652367.551,1660413.661,174290.6863,479043.0516,1007079.923,0,0,0,0,174290.6863,479043.0516,1007079.923,Northern Europe,SWE,1.044285539,N,1.044285539,0.106161536
DA,Denmark,0,9343092.649,3505295.611,3309030.381,2528766.656,0,0,0,0,3505295.611,3309030.381,2528766.656,582991.6931,72799.82253,137704.4435,372487.4271,0,0,0,0,72799.82253,137704.4435,372487.4271,Northern Europe,DNK,1.044285539,N,1.044285539,0.106161536
EN,Estonia,2.502421177,2704894.506,1081809.586,729985.2443,893099.6754,56187.95938,23355.48849,14672.58283,18159.88806,1058454.098,715312.6614,874939.7873,-168671.4247,-164969.3988,14944.14428,-18646.17016,-8767.885061,-3359.19857,-4781.376919,-627.309572,-161610.2003,19725.5212,-18018.86059,Northern Europe,EST,0.971011598,Y,1.044285539,0.106161536
LG,Latvia,1.144928304,4300220.802,1111558.861,1557412.698,1631249.243,73421.51977,27985.43595,19332.0239,26104.05992,1083573.425,1538080.674,1605145.183,-727548.4932,-132398.0959,-297979.4457,-297170.9516,-14222.39878,-8735.483384,-3253.14786,-2233.767537,-123662.6125,-294726.2979,-294937.1841,Northern Europe,LVA,1.030687941,Y,1.044285539,0.106161536
LH,Lithuania,1.008760904,6110478.919,1298979.69,2430294.184,2381205.045,13615.32081,2787.487408,4900.653266,5927.18014,1296192.203,2425393.531,2375277.865,-1073838.542,-179229.3179,-459939.4314,-434669.7928,-2413.680927,36.02037401,-1456.82156,-992.8797413,-179265.3382,-458482.6099,-433676.9131,Northern Europe,LTU,1.24728672,Y,1.044285539,0.106161536
BO,Belarus,2.748180327,16754085.76,3247735.519,5239235.07,8267115.173,287426.376,41822.67868,118402.0927,127201.6046,3205912.84,5120832.977,8139913.568,-772551.7258,-332676.6506,-1041601.748,601726.6728,-36423.24863,-4455.090325,-34255.08486,2286.926556,-328221.5603,-1007346.663,599439.7462,Eastern Europe,BLR,0.994418542,Y,0.771560449,0.100346888
PL,Poland,-0.764203151,62096914.59,21229386.31,21872464.87,18995063.4,984839.3321,222726.9193,369568.5201,392543.8927,21006659.39,21502896.35,18602519.51,228859.5092,695461.9311,220099.1977,-686701.6196,-2773.787262,32105.62349,-7496.456438,-27382.95431,663356.3076,227595.6541,-659318.6653,Eastern Europe,POL,0.828155775,Y,0.771560449,0.100346888
GM,Germany,-4.339509919,129981731.2,36276389.3,48692697.02,45012644.85,202525.7728,55669.34278,59300.11861,87556.3114,36220719.96,48633396.9,44925088.54,-2003528.806,-688905.1475,-1651225.332,336601.674,13546.72321,2624.941754,-812.2996536,11734.08111,-691530.0893,-1650413.033,324867.5929,Western Europe,DEU,0.921456916,Y,0.919464318,0.082723269
EZ,Czechia,-1.657488722,15918600,5936207.858,6019834.718,3962557.427,75847.34398,20314.34743,37452.37848,18080.61807,5915893.511,5982382.34,3944476.809,438026.3493,343496.1916,32499.14902,62031.00873,-3459.284854,709.4725477,-1998.992904,-2169.764498,342786.719,34498.14192,64200.77322,Eastern Europe,CZE,0.706504735,Y,0.771560449,0.100346888
LO,Slovakia,8.370408147,8152317.822,3490834.829,3440676.011,1220806.983,66227.21872,21055.50672,30348.22635,14823.48566,3469779.322,3410327.784,1205983.497,60444.63765,215402.1934,-91614.62109,-63342.93467,4110.170404,5711.314521,-106.2513709,-1494.892746,209690.8789,-91508.36972,-61848.04192,Eastern Europe,SVK,0.665175872,Y,0.771560449,0.100346888
HU,Hungary,-5.460579763,15064422.21,5674853.877,5584462.482,3805105.854,55132.51436,24220.27127,15883.83598,15028.40711,5650633.606,5568578.646,3790077.447,-532547.0316,-319798.4647,-540340.6802,327592.1133,10642.70547,9229.338393,-646.987601,2060.354679,-329027.8031,-539693.6926,325531.7586,Eastern Europe,HUN,0.81210331,Y,0.771560449,0.100346888
SI,Slovenia,1.584669642,2895000.033,1415163.365,1043735.52,436101.1477,5548.347384,2656.785192,2343.157257,548.4049357,1412506.58,1041392.363,435552.7428,108107.8529,24322.66379,46386.71677,37398.47237,328.3303669,345.0175021,27.19856507,-43.88570024,23977.64629,46359.51821,37442.35807,Southern Europe,SVN,0.901684125,Y,0.821498773,0.218724957
AU,Austria,1.11659021,11988712.12,5144059.225,3254853.41,3589799.486,48818.3943,16384.25413,22312.09172,10122.04845,5127674.97,3232541.318,3579677.437,739524.1106,73523.42514,202283.1744,463717.5111,3362.45989,2382.533476,-387.8166196,1367.743034,71140.89166,202670.991,462349.768,Western Europe,AUT,0.882000827,Y,0.919464318,0.082723269
SZ,Switzerland,0,10452811.42,2384261.305,4641400.791,3427149.323,0,0,0,0,2384261.305,4641400.791,3427149.323,1652555.459,336626.6869,824207.7324,491721.0401,0,0,0,0,336626.6869,824207.7324,491721.0401,Western Europe,CHE,0.941877201,Y,0.919464318,0.082723269
LS,Liechtenstein,0,50122.90304,9583.503434,40539.3996,0,0,0,0,0,9583.503434,40539.3996,0,6085.534674,1751.505445,4334.029229,0,0,0,0,0,1751.505445,4334.029229,0,Western Europe,LIE,0.919464318,N,0.919464318,0.082723269
LU,Luxembourg,0,671370.0384,214382.4991,281412.8397,175574.6997,0,0,0,0,214382.4991,281412.8397,175574.6997,201013.149,70171.12711,64303.82799,66538.19386,0,0,0,0,70171.12711,64303.82799,66538.19386,Western Europe,LUX,0.919464318,N,0.919464318,0.082723269
NL,Netherlands,0,25782393.09,3978651.032,9038933.113,12764808.94,0,0,0,0,3978651.032,9038933.113,12764808.94,1673131.418,555310.2038,331011.7228,786809.491,0,0,0,0,555310.2038,331011.7228,786809.491,Western Europe,NLD,1.065738728,Y,0.919464318,0.082723269
BE,Belgium,0,16253123.61,3114355.575,7568682.692,5570085.34,0,0,0,0,3114355.575,7568682.692,5570085.34,1626958.895,504028.2685,479992.4804,642938.1463,0,0,0,0,504028.2685,479992.4804,642938.1463,Western Europe,BEL,0.792986583,Y,0.919464318,0.082723269
UK,United Kingdom,0.80269972,96897202.79,13991394.92,25721084.43,57184723.44,1440756.587,89027.49292,319991.822,1031737.273,13902367.43,25401092.61,56152986.17,9522002.85,1373292.65,1871537.282,6277172.918,113647.7371,10056.24643,18134.2488,85457.24185,1363236.403,1853403.033,6191715.676,Northern Europe,GBR,0.98991529,Y,1.044285539,0.106161536
JE,Jersey,0,117724.1411,14873.78342,46914.38543,55935.97225,0,0,0,0,14873.78342,46914.38543,55935.97225,17289.17754,2114.290186,5110.919928,10063.96742,0,0,0,0,2114.290186,5110.919928,10063.96742,Northern Europe,JEY,1.044285539,N,1.044285539,0.106161536
GK,Guernsey,0,86596.0867,11328.46767,75267.61903,0,0,0,0,0,11328.46767,75267.61903,0,1458.760423,-344.7658881,1803.526311,0,0,0,0,0,-344.7658881,1803.526311,0,Northern Europe,GGY,1.044285539,N,1.044285539,0.106161536
EI,Ireland,0,6320084.655,2737861.303,1454763.706,2127459.645,0,0,0,0,2737861.303,1454763.706,2127459.645,1399203.014,735503.6708,399335.2995,264364.0438,0,0,0,0,735503.6708,399335.2995,264364.0438,Northern Europe,IRL,0.982526147,Y,1.044285539,0.106161536
IM,Isle of Man,1.160306342,127307.2551,40005.52307,87301.73206,0,7912.949435,180.4865346,7732.4629,0,39825.03653,79569.26916,0,18110.94563,4672.249206,13438.69643,0,1306.167968,-15.43637636,1321.604344,0,4687.685583,12117.09208,0,Northern Europe,IMN,1.044285539,N,1.044285539,0.106161536
FO,Faroe Is,0,96580.75119,67788.24427,28792.50692,0,0,0,0,0,67788.24427,28792.50692,0,3807.865878,2369.290383,1438.575495,0,0,0,0,0,2369.290383,1438.575495,0,Northern Europe,FRO,1.044285539,N,1.044285539,0.106161536
IC,Iceland,0,580455.4207,155952.3105,95917.40394,328585.7063,0,0,0,0,155952.3105,95917.40394,328585.7063,107448.0168,21742.72803,30884.43909,54820.84972,0,0,0,0,21742.72803,30884.43909,54820.84972,Northern Europe,ISL,1.044285539,N,1.044285539,0.106161536
RS,Russia,0.942538559,49894715.78,10535845.14,18126792.16,21232078.48,2305000.543,493889.5058,991796.5883,819314.449,10041955.64,17134995.58,20412764.03,-3140511.229,-446587.8941,-1216231.698,-1477691.636,-136746.4169,3832.049902,-80771.29753,-59807.16924,-450419.944,-1135460.401,-1417884.467,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
RS,Russia,-1.315232876,5816915.646,1441523.115,2185551.921,2189840.61,258738.1224,72263.18737,117126.0449,69348.89009,1369259.928,2068425.876,2120491.72,250190.2463,187425.9407,-11954.31158,74718.61714,-14636.61627,2597.304544,-15175.47271,-2058.448104,184828.6362,3221.161136,76777.06525,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
MG,Mongolia,0.481812809,3567246.41,1693658.043,703654.7734,1169933.594,1325.638131,1325.638131,0,0,1692332.405,703654.7734,1169933.594,840452.7729,-367847.8901,207305.0269,1000995.636,150.4816465,150.4816465,0,0,-367998.3717,207305.0269,1000995.636,Eastern Asia,MNG,0.530972991,Y,0.881234477,0.208804297
RS,Russia,4.362904974,2303775.36,1145268.915,530496.921,628009.5234,108502.0112,96010.80331,8019.376106,4471.831737,1049258.112,522477.5449,623537.6916,-96362.29888,-100674.2916,32735.93608,-28423.94335,-19800.70098,-17847.36281,-1084.987814,-868.3503654,-82826.9288,33820.92389,-27555.59299,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
RS,Russia,2.052960749,8130046.269,1945655.691,2942944.457,3241446.121,18413.19454,3464.85952,12444.92476,2503.410257,1942190.831,2930499.533,3238942.711,-973511.6417,-169424.2837,-353735.6227,-450351.7353,-4526.452005,235.835074,-4573.989932,-188.2971463,-169660.1188,-349161.6328,-450163.4382,Eastern Europe,RUS,0.771560449,N,0.771560449,0.100346888
MV,Maldives,0,26648.93985,16345.57723,10303.36262,0,0,0,0,0,16345.57723,10303.36262,0,-748.6160705,-867.2210166,118.6049461,0,0,0,0,0,-867.2210166,118.6049461,0,Southern Asia,MDV,0.571952806,N,0.571952806,0.36779307
BT,Bhutan,0,710122.5753,449297.9457,93050.81056,167773.819,0,0,0,0,449297.9457,93050.81056,167773.819,235331.6478,137747.604,73863.28054,23720.76322,0,0,0,0,137747.604,73863.28054,23720.76322,Southern Asia,BTN,0.109110139,Y,0.571952806,0.36779307
AF,Afghanistan,0.61458339,23886135.16,6731845.312,8432207.336,8722082.509,7230.761488,2417.794391,4683.755002,129.2120953,6729427.517,8427523.581,8721953.297,15435780.18,2006969.904,6533551.968,6895258.306,2871.756114,885.573166,2096.106206,-109.9232574,2006084.331,6531455.862,6895368.23,Southern Asia,AFG,0.571952806,N,0.571952806,0.36779307
PK,Pakistan,5.495164575,160806078.5,17290805.37,47140157.15,96375115.95,849094.3116,39525.35783,267900.8129,541668.1409,17251280.01,46872256.33,95833447.81,59077305.92,6198142.534,22467742.72,30411420.67,1714173.813,125921.2402,665699.1745,922553.398,6072221.293,21802043.54,29488867.27,Southern Asia,PAK,0.571952806,N,0.571952806,0.36779307
